data;Tem_max;Tem_min;Chuva;Ano;Meses
14/10/2009;34,8;20,6;0;2009;10
15/10/2009;26,7;20,3;12,9;2009;10
16/10/2009;28,6;19,8;3,3;2009;10
17/10/2009;31,4;21,2;42,2;2009;10
18/10/2009;28,8;20,8;0,3;2009;10
19/10/2009;24,3;19,7;117,1;2009;10
20/10/2009;27,2;18,5;0,3;2009;10
21/10/2009;33,7;21,1;0;2009;10
22/10/2009;30,1;19,2;13,6;2009;10
23/10/2009;36,3;20,1;0;2009;10
24/10/2009;34,9;20;4,1;2009;10
25/10/2009;26,2;19,3;8,6;2009;10
26/10/2009;28,9;22,4;0;2009;10
27/10/2009;31,4;24,2;0;2009;10
28/10/2009;31,4;20,7;0;2009;10
29/10/2009;33;20,4;0;2009;10
30/10/2009;34,3;18,2;0;2009;10
31/10/2009;34,2;17,8;0;2009;10
01/11/2009;36,5;22,9;0;2009;11
02/11/2009;36,7;23,4;0;2009;11
03/11/2009;37,2;24,2;0;2009;11
04/11/2009;35,5;23,1;8,4;2009;11
05/11/2009;30,7;22,2;40,4;2009;11
06/11/2009;31,9;22,1;11,4;2009;11
07/11/2009;31,2;23;1,3;2009;11
08/11/2009;26,4;22,2;15,5;2009;11
09/11/2009;31,6;22,2;0,5;2009;11
10/11/2009;34,9;22,1;0;2009;11
11/11/2009;32,7;21;15;2009;11
12/11/2009;33,4;20,5;0;2009;11
13/11/2009;35,2;24;0;2009;11
14/11/2009;36,6;22,9;9,4;2009;11
15/11/2009;35;22,3;0,3;2009;11
16/11/2009;31;21,8;15,8;2009;11
17/11/2009;32,5;22,6;0;2009;11
18/11/2009;36,9;24,3;0;2009;11
19/11/2009;37;24,9;0;2009;11
20/11/2009;33,2;21,7;12,2;2009;11
21/11/2009;33,8;23,4;0;2009;11
22/11/2009;35,1;21,8;0;2009;11
23/11/2009;35,2;21,4;0;2009;11
24/11/2009;34,7;24,5;0;2009;11
25/11/2009;36,2;22,8;9,1;2009;11
26/11/2009;32,2;22,6;27,7;2009;11
27/11/2009;30;22,7;72,4;2009;11
28/11/2009;33,5;22,9;0,5;2009;11
29/11/2009;34,6;23,2;0;2009;11
30/11/2009;29,6;23,2;0;2009;11
01/12/2009;32,4;22,3;21,8;2009;12
02/12/2009;33,9;22;0,2;2009;12
03/12/2009;25,9;22,4;0;2009;12
04/12/2009;30,8;21;62,6;2009;12
05/12/2009;29,2;19,8;0;2009;12
06/12/2009;32,2;20,5;61,2;2009;12
07/12/2009;30,7;20,3;5,6;2009;12
08/12/2009;32,6;21,1;0;2009;12
09/12/2009;31,1;22,2;0;2009;12
10/12/2009;31,2;22,2;0;2009;12
11/12/2009;31,1;23;8,2;2009;12
12/12/2009;26,5;19,3;25,4;2009;12
13/12/2009;28,2;16,8;0;2009;12
14/12/2009;32,4;17,1;0;2009;12
15/12/2009;31,6;21,5;0;2009;12
16/12/2009;33,9;20,1;32,3;2009;12
17/12/2009;31,8;20,1;0,2;2009;12
18/12/2009;32,5;21,9;0;2009;12
19/12/2009;32,3;22;0;2009;12
20/12/2009;33,6;21,5;0;2009;12
21/12/2009;31,3;22,4;9;2009;12
22/12/2009;32,3;21,6;8,6;2009;12
23/12/2009;33;21,6;0,2;2009;12
24/12/2009;33,1;23,3;0;2009;12
25/12/2009;32,3;22;3;2009;12
26/12/2009;30,1;21,7;33,6;2009;12
27/12/2009;27,6;21,8;19,6;2009;12
28/12/2009;30;22,2;0;2009;12
29/12/2009;29,7;23,7;0;2009;12
30/12/2009;31,4;21,7;23,2;2009;12
31/12/2009;27,6;21,4;23,8;2009;12
01/01/2010;28,8;22,8;32,4;2010;1
02/01/2010;28,5;22,2;10,4;2010;1
03/01/2010;31,5;22,4;0,6;2010;1
04/01/2010;33,8;22,8;0;2010;1
05/01/2010;34,2;22,6;0;2010;1
06/01/2010;34,4;23,5;2,8;2010;1
07/01/2010;33,6;22,2;15,4;2010;1
08/01/2010;32,7;22,4;0;2010;1
09/01/2010;31,1;22,8;43,4;2010;1
10/01/2010;26,9;22,8;16,8;2010;1
11/01/2010;29,2;22;5,8;2010;1
12/01/2010;29;22,3;3,4;2010;1
13/01/2010;24,2;20,3;19,6;2010;1
14/01/2010;30,9;19,2;0;2010;1
15/01/2010;32,2;20,5;8,4;2010;1
16/01/2010;30,5;22,1;4,4;2010;1
17/01/2010;32,5;23,1;1;2010;1
18/01/2010;33,4;22,8;0;2010;1
19/01/2010;33,9;23,2;0;2010;1
20/01/2010;25,8;20,6;32,2;2010;1
21/01/2010;30,4;19,3;0;2010;1
22/01/2010;31,4;18,1;0;2010;1
23/01/2010;31,8;18,4;0;2010;1
24/01/2010;31,7;20;5;2010;1
25/01/2010;31,1;19;2,4;2010;1
26/01/2010;31,4;20;0;2010;1
27/01/2010;31,4;21,1;0;2010;1
28/01/2010;31,3;21;0,4;2010;1
29/01/2010;34;21,6;0,2;2010;1
30/01/2010;32,6;21,6;0;2010;1
31/01/2010;33;20,8;0;2010;1
01/02/2010;34;22;0,6;2010;2
02/02/2010;34,8;23,3;0;2010;2
03/02/2010;36,3;23;0;2010;2
04/02/2010;36,2;23,9;0;2010;2
05/02/2010;37;22,9;0;2010;2
06/02/2010;36,2;23;0;2010;2
07/02/2010;35,8;23,8;0;2010;2
08/02/2010;36,1;21,4;42,4;2010;2
09/02/2010;31;22,1;7;2010;2
10/02/2010;31,4;22,1;1,4;2010;2
11/02/2010;31,3;21,9;13,8;2010;2
12/02/2010;28,8;20,6;18,8;2010;2
13/02/2010;28,7;21,2;12;2010;2
14/02/2010;28,7;21,3;15;2010;2
15/02/2010;29;21,8;0,6;2010;2
16/02/2010;30,7;21,1;36,4;2010;2
17/02/2010;25,8;20,9;14,8;2010;2
18/02/2010;32,6;20,8;0;2010;2
19/02/2010;33,7;22,6;0;2010;2
20/02/2010;34,3;23,1;0;2010;2
21/02/2010;32;23,2;1,2;2010;2
22/02/2010;33,9;22;0,6;2010;2
23/02/2010;34,7;23;0,2;2010;2
24/02/2010;35,6;21,9;0;2010;2
25/02/2010;31,8;21,5;0;2010;2
26/02/2010;30,6;21,9;0;2010;2
27/02/2010;31,4;22,1;0;2010;2
28/02/2010;29,5;21,1;0;2010;2
01/03/2010;28,9;20,6;0;2010;3
02/03/2010;31,6;19,4;0;2010;3
03/03/2010;32,8;20;0;2010;3
04/03/2010;34,2;19,9;0;2010;3
05/03/2010;34,9;20,8;0;2010;3
06/03/2010;34,6;18,8;0;2010;3
07/03/2010;32,5;16,4;0;2010;3
08/03/2010;34,2;16,6;0;2010;3
09/03/2010;35,4;17,4;0;2010;3
10/03/2010;36,4;17,6;0;2010;3
11/03/2010;36,1;19,9;0;2010;3
12/03/2010;35,4;18,6;0;2010;3
13/03/2010;36,7;21,8;0;2010;3
14/03/2010;36,1;20,3;1;2010;3
15/03/2010;25,9;19,5;31,2;2010;3
16/03/2010;33;20,5;0;2010;3
17/03/2010;32;20,4;0;2010;3
18/03/2010;33,4;21,2;0;2010;3
19/03/2010;35,6;22,1;0;2010;3
20/03/2010;35,5;22,1;4,2;2010;3
21/03/2010;33;21;0,4;2010;3
22/03/2010;34,5;21,4;0;2010;3
23/03/2010;33,1;20,3;21,6;2010;3
24/03/2010;30,4;20,5;2,8;2010;3
25/03/2010;32,7;20,9;0;2010;3
26/03/2010;32,2;22,5;0;2010;3
27/03/2010;31,7;21;30,2;2010;3
28/03/2010;31,4;21;0;2010;3
29/03/2010;33,6;19,6;0;2010;3
30/03/2010;33,9;20,1;0;2010;3
31/03/2010;34,1;21;0;2010;3
01/04/2010;32,2;21,1;0;2010;4
02/04/2010;29,2;20,5;0,2;2010;4
03/04/2010;31,2;21,4;0;2010;4
04/04/2010;31,2;19,6;0,2;2010;4
05/04/2010;23,7;18,4;0;2010;4
06/04/2010;26,5;14,8;0;2010;4
07/04/2010;26,3;13;0;2010;4
08/04/2010;26,2;12,6;0;2010;4
09/04/2010;26,7;11,3;0;2010;4
10/04/2010;26,2;15,2;0;2010;4
11/04/2010;29,3;14,1;0;2010;4
12/04/2010;29,7;15,9;0;2010;4
13/04/2010;31,1;15,7;0;2010;4
14/04/2010;31;15,4;0;2010;4
15/04/2010;31,4;15,3;0;2010;4
16/04/2010;31,5;16;0;2010;4
17/04/2010;34,1;16,9;0;2010;4
18/04/2010;33,4;19,1;0;2010;4
19/04/2010;34,9;17,7;0;2010;4
20/04/2010;34,8;19,9;0;2010;4
21/04/2010;34,6;21,5;0;2010;4
22/04/2010;35,2;23,1;0;2010;4
23/04/2010;30,2;19,4;7,4;2010;4
24/04/2010;28,1;19,3;0,2;2010;4
25/04/2010;32,1;20,7;9,6;2010;4
26/04/2010;27,5;18,9;7,2;2010;4
27/04/2010;25,4;18,1;0;2010;4
28/04/2010;28,5;18,6;0;2010;4
29/04/2010;25,2;19,4;0;2010;4
30/04/2010;27,1;19,8;0;2010;4
01/05/2010;29,9;17,5;0;2010;5
02/05/2010;30,1;19;0;2010;5
03/05/2010;27,7;17,1;10,6;2010;5
04/05/2010;25,3;15,6;0;2010;5
05/05/2010;26,6;13,2;0;2010;5
06/05/2010;31,4;17;0;2010;5
07/05/2010;24,2;19,8;19;2010;5
08/05/2010;21;13,7;1;2010;5
09/05/2010;20,9;10,5;0;2010;5
10/05/2010;21,1;6,7;0;2010;5
11/05/2010;20;7,9;0;2010;5
12/05/2010;20,2;6,3;0;2010;5
13/05/2010;22,5;7,2;0;2010;5
14/05/2010;25,3;10,1;0;2010;5
15/05/2010;26,9;12,9;0;2010;5
16/05/2010;29,2;15,6;0;2010;5
17/05/2010;24,7;13,9;33,2;2010;5
18/05/2010;18,6;8,2;31,6;2010;5
19/05/2010;21;7,6;0;2010;5
20/05/2010;21;9,7;0;2010;5
21/05/2010;23,2;7,9;0;2010;5
22/05/2010;25;10,9;0;2010;5
23/05/2010;25,7;14;0;2010;5
24/05/2010;19,8;16,7;62,4;2010;5
25/05/2010;24,2;16;0;2010;5
26/05/2010;25,6;13,3;0;2010;5
27/05/2010;25,2;14,8;0;2010;5
28/05/2010;24,4;12,9;0;2010;5
29/05/2010;26,9;13,6;0;2010;5
30/05/2010;21,7;12,3;3,6;2010;5
31/05/2010;15,5;9,2;0;2010;5
01/06/2010;21,8;6,4;0;2010;6
02/06/2010;22,6;11,7;0;2010;6
03/06/2010;24,3;14,3;0;2010;6
04/06/2010;22,1;16,3;1,4;2010;6
05/06/2010;20,6;8,9;0;2010;6
06/06/2010;19,7;4,8;0;2010;6
07/06/2010;23,7;7,8;0;2010;6
08/06/2010;25,7;14,9;0;2010;6
09/06/2010;24,2;15,6;0;2010;6
10/06/2010;23,9;14,6;0;2010;6
11/06/2010;25;12,7;0;2010;6
12/06/2010;22,9;11,9;0;2010;6
13/06/2010;22,8;10,6;0;2010;6
14/06/2010;27,4;11,3;0;2010;6
15/06/2010;29,2;14,2;0;2010;6
16/06/2010;30,1;13,8;0;2010;6
17/06/2010;31,1;15,4;0;2010;6
18/06/2010;31,2;15,7;0;2010;6
19/06/2010;31,4;14,2;0;2010;6
20/06/2010;32,1;17,8;0;2010;6
21/06/2010;29,9;18,6;0,6;2010;6
22/06/2010;25;16,9;0;2010;6
23/06/2010;27;16,6;0;2010;6
24/06/2010;31,8;16,8;0;2010;6
25/06/2010;32,3;15,1;0;2010;6
26/06/2010;29,9;17;0;2010;6
27/06/2010;29,5;13,2;0;2010;6
28/06/2010;28,7;14,8;0;2010;6
29/06/2010;25,4;15,6;0;2010;6
30/06/2010;28,3;12;0;2010;6
01/07/2010;28,7;13;0;2010;7
02/07/2010;29,6;15,4;0;2010;7
03/07/2010;29,3;11,8;0;2010;7
04/07/2010;29,3;15,1;0;2010;7
05/07/2010;30,6;16;0;2010;7
06/07/2010;30,9;13;0;2010;7
07/07/2010;32;13,7;0;2010;7
08/07/2010;31,2;15,8;0;2010;7
09/07/2010;29,5;16,9;0,8;2010;7
10/07/2010;26,1;13,9;0;2010;7
11/07/2010;28,5;16,9;0;2010;7
12/07/2010;31,4;8,7;0,4;2010;7
13/07/2010;11,4;7,6;0;2010;7
14/07/2010;13,1;7,7;0;2010;7
15/07/2010;9,9;7,1;28,2;2010;7
16/07/2010;9,5;7,8;17,4;2010;7
17/07/2010;15,1;8,6;0;2010;7
18/07/2010;12,5;8,2;0,4;2010;7
19/07/2010;17;7,4;0;2010;7
20/07/2010;22,1;7,2;0;2010;7
21/07/2010;32,3;15,3;0;2010;7
22/07/2010;28,8;13,7;0;2010;7
23/07/2010;16,9;13,3;3,4;2010;7
24/07/2010;31,1;11,9;0;2010;7
25/07/2010;31,6;12;0;2010;7
26/07/2010;22,4;11,1;0;2010;7
27/07/2010;28;10,7;0;2010;7
28/07/2010;29,1;13,7;0;2010;7
29/07/2010;30,7;13,3;0;2010;7
30/07/2010;31,3;15,1;0;2010;7
31/07/2010;32,7;15;0;2010;7
01/08/2010;20;13,6;24,6;2010;8
02/08/2010;16,4;10,7;11,2;2010;8
03/08/2010;16,8;9,4;0;2010;8
04/08/2010;11,8;6,1;0;2010;8
05/08/2010;16;4,5;0;2010;8
06/08/2010;23,5;2,7;0;2010;8
07/08/2010;26,7;9,8;0;2010;8
08/08/2010;30,6;10,4;0;2010;8
09/08/2010;31;12,6;0;2010;8
10/08/2010;30,2;12,8;0;2010;8
11/08/2010;28,8;14,2;0;2010;8
12/08/2010;32,8;16,5;0;2010;8
13/08/2010;21,4;9,2;0;2010;8
14/08/2010;19,5;6,2;0;2010;8
15/08/2010;21,3;3;0;2010;8
16/08/2010;22,9;8,4;0;2010;8
17/08/2010;25,9;7,9;0;2010;8
18/08/2010;28,9;10;0;2010;8
19/08/2010;30,6;10,9;0;2010;8
20/08/2010;30,6;12,4;0;2010;8
21/08/2010;31;12,6;0;2010;8
22/08/2010;34;13,6;0;2010;8
23/08/2010;35,5;13,7;0;2010;8
24/08/2010;35,6;16,1;0;2010;8
25/08/2010;35,5;15,1;0;2010;8
26/08/2010;35,5;15,9;0;2010;8
27/08/2010;35,5;15,4;0;2010;8
28/08/2010;35,8;14,4;0;2010;8
29/08/2010;36,1;15,8;0;2010;8
30/08/2010;35,1;17;0;2010;8
31/08/2010;34,6;18,5;0;2010;8
01/09/2010;35,4;20,6;0;2010;9
02/09/2010;34,5;16,2;0;2010;9
03/09/2010;35;13,8;0;2010;9
04/09/2010;23,6;13,2;0;2010;9
05/09/2010;22,8;8,9;0;2010;9
06/09/2010;22,7;13,1;0,4;2010;9
07/09/2010;27,9;13,7;0;2010;9
08/09/2010;29,1;14,6;0;2010;9
09/09/2010;30,3;16,1;0;2010;9
10/09/2010;33,4;15,8;0;2010;9
11/09/2010;37,2;20,9;0;2010;9
12/09/2010;37,5;22,8;0;2010;9
13/09/2010;37,7;19,8;0;2010;9
14/09/2010;21,5;13,9;12,6;2010;9
15/09/2010;27,1;9,3;0;2010;9
16/09/2010;33,5;15,4;0;2010;9
17/09/2010;34,5;17,4;0;2010;9
18/09/2010;31,2;16,5;0;2010;9
19/09/2010;28,6;16,4;0;2010;9
20/09/2010;32,7;17,9;0;2010;9
21/09/2010;37,8;21;0;2010;9
22/09/2010;36,4;17,3;0;2010;9
23/09/2010;34,7;18;15,6;2010;9
24/09/2010;21,3;17,9;4,4;2010;9
25/09/2010;28,9;17,7;1,4;2010;9
26/09/2010;21;18,4;61,8;2010;9
27/09/2010;20,9;18,9;51,4;2010;9
28/09/2010;19,2;17,4;27,4;2010;9
29/09/2010;21,2;17,6;2,8;2010;9
30/09/2010;25,1;16,4;0;2010;9
01/10/2010;30,9;19;2,8;2010;10
02/10/2010;23,9;16,3;3,8;2010;10
03/10/2010;22,2;13,7;0;2010;10
04/10/2010;22,2;16,7;0;2010;10
05/10/2010;30;13,7;0;2010;10
06/10/2010;34,2;16,1;0;2010;10
07/10/2010;26,6;15,5;16,4;2010;10
08/10/2010;24,9;12,1;0,2;2010;10
09/10/2010;27,5;12,4;0;2010;10
10/10/2010;27,8;17,5;0;2010;10
11/10/2010;28,1;15,4;0;2010;10
12/10/2010;27,9;15,3;0;2010;10
13/10/2010;29,4;15,1;0;2010;10
14/10/2010;35,2;21,2;0;2010;10
15/10/2010;34,4;22;0;2010;10
16/10/2010;24,4;17,9;6,6;2010;10
17/10/2010;25,2;16,6;0,6;2010;10
18/10/2010;27,3;13,4;0,6;2010;10
19/10/2010;30,9;11;0;2010;10
20/10/2010;33,4;14,8;0;2010;10
21/10/2010;36,6;19,4;0;2010;10
22/10/2010;25,5;17,3;17,6;2010;10
23/10/2010;25;17,6;0;2010;10
24/10/2010;31,2;16,9;0,2;2010;10
25/10/2010;31;18,8;0;2010;10
26/10/2010;29;13,8;0;2010;10
27/10/2010;30,9;11,5;0;2010;10
28/10/2010;34,4;12,6;0;2010;10
29/10/2010;36,4;20,9;0;2010;10
30/10/2010;26,7;18,4;35,8;2010;10
31/10/2010;26,3;18,1;0,4;2010;10
01/11/2010;29;14,6;0;2010;11
02/11/2010;29,1;13,1;0;2010;11
03/11/2010;32,5;12,9;0;2010;11
04/11/2010;35,4;17,4;0;2010;11
05/11/2010;25,1;16;32;2010;11
06/11/2010;28,3;14,2;0,2;2010;11
07/11/2010;30,6;13,6;0;2010;11
08/11/2010;34,8;17,1;0;2010;11
09/11/2010;34,2;19,8;0,2;2010;11
10/11/2010;25,4;15,6;0;2010;11
11/11/2010;28,9;13,6;0;2010;11
12/11/2010;28,4;17,9;0;2010;11
13/11/2010;30,3;17,5;0,4;2010;11
14/11/2010;30,6;17,5;0;2010;11
15/11/2010;23,4;16,8;10,4;2010;11
16/11/2010;26,2;15,8;0;2010;11
17/11/2010;31,1;16,4;0;2010;11
18/11/2010;32,4;15;0;2010;11
19/11/2010;34,3;18;12,2;2010;11
20/11/2010;22,9;18,4;18,2;2010;11
21/11/2010;29,7;18,4;0;2010;11
22/11/2010;29,7;19,2;0;2010;11
23/11/2010;31,4;18;0;2010;11
24/11/2010;30,3;18,1;0;2010;11
25/11/2010;30,4;16,2;0;2010;11
26/11/2010;32,6;16,4;0;2010;11
27/11/2010;35,1;17,2;0;2010;11
28/11/2010;32,6;19,9;16,8;2010;11
29/11/2010;30,3;19,9;10;2010;11
30/11/2010;30,8;21,3;17,8;2010;11
01/12/2010;32;21,3;21,2;2010;12
02/12/2010;33,1;22,4;7,2;2010;12
03/12/2010;32,2;23,8;0;2010;12
04/12/2010;34,4;23,8;0;2010;12
05/12/2010;34,2;20,3;29,4;2010;12
06/12/2010;31,3;20,6;0,6;2010;12
07/12/2010;34,2;20,9;0;2010;12
08/12/2010;25,8;20,2;58,8;2010;12
09/12/2010;30,8;19,5;0;2010;12
10/12/2010;34,4;23,1;0;2010;12
11/12/2010;35,3;23,2;0;2010;12
12/12/2010;34,6;25,3;0;2010;12
13/12/2010;27,5;13,5;26;2010;12
14/12/2010;25,3;9,5;0;2010;12
15/12/2010;26,8;16,6;0;2010;12
16/12/2010;27,4;18,2;0;2010;12
17/12/2010;31,5;21,4;0;2010;12
18/12/2010;33,5;21,6;0;2010;12
19/12/2010;32,8;21,8;0;2010;12
20/12/2010;33,2;22,5;0;2010;12
21/12/2010;31,8;20,6;0;2010;12
22/12/2010;28,9;20,9;39,4;2010;12
23/12/2010;30,5;19,7;0;2010;12
24/12/2010;29,7;20,7;13;2010;12
25/12/2010;28,9;20,8;7;2010;12
26/12/2010;31,2;21,9;0;2010;12
27/12/2010;31,9;21;1,4;2010;12
28/12/2010;32,8;20,4;1,6;2010;12
29/12/2010;32,6;20;0;2010;12
30/12/2010;31,5;20,9;0;2010;12
31/12/2010;30;21,7;0;2010;12
01/01/2011;28,7;20;0;2011;1
02/01/2011;30,9;18,7;0;2011;1
03/01/2011;31,3;19,8;0;2011;1
04/01/2011;32;19,9;0;2011;1
05/01/2011;33,5;20,2;0;2011;1
06/01/2011;34,2;20,3;0;2011;1
07/01/2011;33,4;21,1;0;2011;1
08/01/2011;33,7;22,1;6,2;2011;1
09/01/2011;32,3;22,1;2;2011;1
10/01/2011;31,7;23,1;14,2;2011;1
11/01/2011;32,1;21,5;63,2;2011;1
12/01/2011;26,9;21,1;2,4;2011;1
13/01/2011;31,4;21,4;0;2011;1
14/01/2011;32,8;22,6;0;2011;1
15/01/2011;32,9;20,1;0;2011;1
16/01/2011;32,2;21,7;1;2011;1
17/01/2011;32;21,2;47,6;2011;1
18/01/2011;31,7;21,4;36,6;2011;1
19/01/2011;32,1;20,3;14,2;2011;1
20/01/2011;30;21,2;4,6;2011;1
21/01/2011;30,8;21,1;0,4;2011;1
22/01/2011;29,4;21,8;0,2;2011;1
23/01/2011;30,2;22,3;0;2011;1
24/01/2011;34;19,4;46,8;2011;1
25/01/2011;33,8;19,4;0,2;2011;1
26/01/2011;33,2;21,4;16,2;2011;1
27/01/2011;32,4;21,4;5,6;2011;1
28/01/2011;32,2;21,2;24,8;2011;1
29/01/2011;29,9;21,9;4,2;2011;1
30/01/2011;31,6;22;0;2011;1
31/01/2011;32,8;21,5;0;2011;1
01/02/2011;32;21,8;65,4;2011;2
02/02/2011;28,7;21,1;0,8;2011;2
03/02/2011;31,2;21,9;6,4;2011;2
04/02/2011;29,9;21,6;1;2011;2
05/02/2011;31,4;21,8;0;2011;2
06/02/2011;30,8;22,4;15,6;2011;2
07/02/2011;30,4;21,7;1,2;2011;2
08/02/2011;30,4;22,1;10,6;2011;2
09/02/2011;29,2;22;2;2011;2
10/02/2011;28,9;21,4;6,4;2011;2
11/02/2011;28,9;21,6;11,8;2011;2
12/02/2011;31,1;22;19;2011;2
13/02/2011;31,7;20,6;25,2;2011;2
14/02/2011;31,2;20,6;9,8;2011;2
15/02/2011;31,7;20,8;2;2011;2
16/02/2011;32,8;22,6;0,2;2011;2
17/02/2011;33,1;22,4;0,2;2011;2
18/02/2011;33,5;22,6;0,2;2011;2
19/02/2011;29,4;20,3;0;2011;2
20/02/2011;32,8;20,6;0;2011;2
21/02/2011;33,8;20,3;0,2;2011;2
22/02/2011;33,5;21,1;0,6;2011;2
23/02/2011;32,1;21,5;0,6;2011;2
24/02/2011;33,7;21,9;0;2011;2
25/02/2011;33,5;22,4;0;2011;2
26/02/2011;33,5;21,8;1,4;2011;2
27/02/2011;32,2;20,7;8,8;2011;2
28/02/2011;29,6;22,6;7,8;2011;2
01/03/2011;26,4;22;1,2;2011;3
02/03/2011;25,8;21,1;4;2011;3
03/03/2011;22,8;21,1;13;2011;3
04/03/2011;22,4;19,9;1,8;2011;3
05/03/2011;25,9;20,4;0;2011;3
06/03/2011;25,3;20,1;0;2011;3
07/03/2011;26,7;21,1;2,6;2011;3
08/03/2011;28,7;21,2;0;2011;3
09/03/2011;30,5;19,5;1;2011;3
10/03/2011;31,7;20,7;0;2011;3
11/03/2011;31,6;21;19,6;2011;3
12/03/2011;33;20,4;1,4;2011;3
13/03/2011;32,9;21,3;0;2011;3
14/03/2011;31,3;20,1;0;2011;3
15/03/2011;32,5;18,8;0;2011;3
16/03/2011;31,8;20,8;0;2011;3
17/03/2011;31,9;20,7;6;2011;3
18/03/2011;32,7;21,1;0;2011;3
19/03/2011;32,1;21,2;3;2011;3
20/03/2011;29;20,1;0;2011;3
21/03/2011;29,7;18,4;0;2011;3
22/03/2011;25,4;21,1;17,8;2011;3
23/03/2011;28,4;21,5;6;2011;3
24/03/2011;31,4;21,4;0;2011;3
25/03/2011;32,5;20,9;0;2011;3
26/03/2011;33,8;21,6;0,2;2011;3
27/03/2011;33,8;21,5;0;2011;3
28/03/2011;32,8;21,8;7,2;2011;3
29/03/2011;30,6;21,6;1;2011;3
30/03/2011;29,3;21,5;35;2011;3
31/03/2011;30,5;21,2;0;2011;3
01/04/2011;31,8;20,7;80,6;2011;4
02/04/2011;27,2;19,8;23,6;2011;4
03/04/2011;28,8;19,8;0;2011;4
04/04/2011;29,9;20,3;1,2;2011;4
05/04/2011;30;18,1;0;2011;4
06/04/2011;29,9;15,9;0;2011;4
07/04/2011;29,8;14,7;0;2011;4
08/04/2011;30,6;15,8;0;2011;4
09/04/2011;29,3;15,6;0;2011;4
10/04/2011;29,4;14,2;0;2011;4
11/04/2011;30,1;13,5;0;2011;4
12/04/2011;21;16,8;42,4;2011;4
13/04/2011;30,7;18,6;1,6;2011;4
14/04/2011;32,5;20,8;0;2011;4
15/04/2011;27,9;20,3;0,4;2011;4
16/04/2011;31,8;19;0,2;2011;4
17/04/2011;32;18,8;0;2011;4
18/04/2011;31,9;18,9;0;2011;4
19/04/2011;31,6;19,6;0;2011;4
20/04/2011;31,9;20,9;0;2011;4
21/04/2011;30,1;19,2;0;2011;4
22/04/2011;33,1;20,7;0;2011;4
23/04/2011;32,9;17,2;16,6;2011;4
24/04/2011;26,4;16,4;0;2011;4
25/04/2011;27,5;18,6;10,4;2011;4
26/04/2011;25,3;17,7;0;2011;4
27/04/2011;26,3;16,2;0;2011;4
28/04/2011;21,6;15,7;0;2011;4
29/04/2011;28,7;15,4;23;2011;4
30/04/2011;24,7;18;15,4;2011;4
01/05/2011;19,6;13,2;5,8;2011;5
02/05/2011;17,8;9,5;0;2011;5
03/05/2011;20;9,8;0;2011;5
04/05/2011;22,8;9,1;0;2011;5
05/05/2011;27,6;12,6;0;2011;5
06/05/2011;29,8;15,9;0;2011;5
07/05/2011;29,5;17;0;2011;5
08/05/2011;31;16,6;0;2011;5
09/05/2011;29,5;15,8;0;2011;5
10/05/2011;28,6;15,7;0;2011;5
11/05/2011;27,7;17,4;0;2011;5
12/05/2011;28,9;18;0;2011;5
13/05/2011;28,1;16,7;0;2011;5
14/05/2011;28;16,9;0;2011;5
15/05/2011;20,7;13;0;2011;5
16/05/2011;18,2;11,2;0;2011;5
17/05/2011;23,3;7,9;0;2011;5
18/05/2011;23,3;13;0;2011;5
19/05/2011;24,5;12,3;0;2011;5
20/05/2011;25,4;11,4;0;2011;5
21/05/2011;27,3;13,1;0;2011;5
22/05/2011;27,6;17;0;2011;5
23/05/2011;29,5;16,2;0;2011;5
24/05/2011;27,7;14,4;0;2011;5
25/05/2011;29,2;13,2;0;2011;5
26/05/2011;23,9;16,8;0;2011;5
27/05/2011;24;12,7;0;2011;5
28/05/2011;24,8;9,5;0;2011;5
29/05/2011;24;11,4;0;2011;5
30/05/2011;22,3;9,9;0;2011;5
31/05/2011;25,1;7,3;0;2011;5
01/06/2011;25,7;10,3;0;2011;6
02/06/2011;24,9;10,1;0;2011;6
03/06/2011;26,8;11,3;0;2011;6
04/06/2011;22,2;10,4;0;2011;6
05/06/2011;23,5;6,8;0;2011;6
06/06/2011;25,2;12;0;2011;6
07/06/2011;21,4;9,3;2,8;2011;6
08/06/2011;20,5;5,9;0,8;2011;6
09/06/2011;17,7;11;32,8;2011;6
10/06/2011;21,9;7,9;0,2;2011;6
11/06/2011;23,2;6,3;0;2011;6
12/06/2011;25,4;12,4;0;2011;6
13/06/2011;27,3;11;0;2011;6
14/06/2011;25,7;10,8;0;2011;6
15/06/2011;25,8;13,2;0;2011;6
16/06/2011;28,1;12,4;0;2011;6
17/06/2011;30;15,1;0;2011;6
18/06/2011;29,8;19,9;0;2011;6
19/06/2011;29,8;17,4;0;2011;6
20/06/2011;30,2;14,2;0;2011;6
21/06/2011;30,6;17,6;0;2011;6
22/06/2011;30,4;15,6;0;2011;6
23/06/2011;28,6;14,7;0;2011;6
24/06/2011;28,4;14,2;0;2011;6
25/06/2011;25,7;12,2;0;2011;6
26/06/2011;12,2;4,8;0,8;2011;6
27/06/2011;14;1,6;0;2011;6
28/06/2011;16;1;0;2011;6
29/06/2011;13,5;10,3;68,1;2011;6
30/06/2011;19,3;13,3;17,6;2011;6
01/07/2011;18,5;14,6;25,6;2011;7
02/07/2011;15;12;18,4;2011;7
03/07/2011;12,3;8,7;0;2011;7
04/07/2011;15,9;5,4;0;2011;7
